Share Symbol,Name,Number of transaction,Max Price,Min Price,Closing Price,Difference,Traded Shares,Traded Amount,Previous Closing,Percent Difference,Date
USHEC,Upper Solu Hydro Electric Company Limited,157,Rs. 282,Rs. 265.1,Rs. 268,-9.0,8230.00,2235582.00,277,-3.25,"07 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,94,Rs. 271,Rs. 265,Rs. 270,2.0,4120.00,1108947.00,268,0.75,"08 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,100,Rs. 270,Rs. 256,Rs. 260,-10.0,5175.00,1340990.70,270,-3.7,"09 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,125,Rs. 260,Rs. 247.3,Rs. 251.8,-8.2,7130.00,1790240.00,260,-3.15,"10 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,99,Rs. 255,Rs. 243,Rs. 244.9,-6.9,2961.00,728403.20,251.8,-2.74,"13 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,88,Rs. 254.9,Rs. 240.2,Rs. 250,5.1,2645.00,650716.00,244.9,2.08,"14 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,129,Rs. 250,Rs. 237,Rs. 241.7,-8.3,7570.00,1831248.40,250,-3.32,"15 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,113,Rs. 252.5,Rs. 238,Rs. 245,3.3,4900.00,1208814.00,241.7,1.37,"16 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,147,Rs. 259,Rs. 247,Rs. 255,10.0,11083.00,2836991.00,245,4.08,"17 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,125,Rs. 260,Rs. 239.2,Rs. 249,-6.0,10313.00,2569305.40,255,-2.35,"22 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,103,Rs. 252,Rs. 242.1,Rs. 248,-1.0,3030.00,741268.00,249,-0.4,"23 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,115,Rs. 256,Rs. 243.1,Rs. 250,2.0,4847.00,1215600.70,248,0.81,"24 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,189,Rs. 259.8,Rs. 245.1,Rs. 259.8,9.8,4599.00,1169077.00,250,3.92,"27 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,162,Rs. 266,Rs. 252.3,Rs. 259.9,0.1,7015.00,1798299.00,259.8,0.04,"28 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,98,Rs. 261,Rs. 250.1,Rs. 258,-1.9,2489.00,639400.80,259.9,-0.73,"29 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,155,Rs. 260,Rs. 252,Rs. 259.7,1.7,10133.00,2602196.50,258,0.66,"30 November, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,90,Rs. 259.9,Rs. 250.4,Rs. 258.9,-0.8,3440.00,885102.50,259.7,-0.31,"01 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,153,Rs. 261,Rs. 254,Rs. 258.9,0.0,6748.00,1747264.20,258.9,0.0,"04 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,117,Rs. 257,Rs. 250,Rs. 253,-5.9,5399.00,1371246.00,258.9,-2.28,"05 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,95,Rs. 252,Rs. 245.4,Rs. 246.4,-6.6,3700.00,918395.00,253,-2.61,"06 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,120,Rs. 249.9,Rs. 242.1,Rs. 249,2.6,5675.00,1402875.00,246.4,1.06,"07 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,116,Rs. 249,Rs. 240.1,Rs. 242.7,-6.3,4683.00,1144684.00,249,-2.53,"11 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,119,Rs. 251.8,Rs. 241,Rs. 250,7.3,5809.00,1426555.50,242.7,3.01,"12 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,109,Rs. 254.5,Rs. 245.1,Rs. 254.5,4.5,2290.00,568445.00,250,1.8,"13 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,102,Rs. 253,Rs. 245.3,Rs. 249,-5.5,3630.00,904612.40,254.5,-2.16,"14 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,153,Rs. 253.5,Rs. 247,Rs. 249,0.0,9004.00,2255501.90,249,0.0,"15 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,129,Rs. 251,Rs. 245,Rs. 249,0.0,4760.00,1179335.00,249,0.0,"18 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,145,Rs. 253,Rs. 245,Rs. 250,1.0,5490.00,1357239.00,249,0.4,"19 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,148,Rs. 255,Rs. 245,Rs. 253.9,3.9,6921.00,1742102.80,250,1.56,"20 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,118,Rs. 253.8,Rs. 249,Rs. 249,-4.9,2831.00,708127.00,253.9,-1.93,"21 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,125,Rs. 255,Rs. 246,Rs. 251,2.0,4746.00,1184461.50,249,0.8,"22 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,202,Rs. 260,Rs. 250,Rs. 258,7.0,10094.00,2581800.00,251,2.79,"26 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,246,Rs. 276.3,Rs. 258,Rs. 273,15.0,27701.00,7467866.00,258,5.81,"27 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,184,Rs. 278.4,Rs. 264.7,Rs. 269.1,-3.9,13134.00,3568056.00,273,-1.43,"28 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,264,Rs. 288,Rs. 265,Rs. 288,18.9,13556.00,3803752.90,269.1,7.02,"29 December, 2022"
USHEC,Upper Solu Hydro Electric Company Limited,218,Rs. 295,Rs. 277,Rs. 284,-4.0,21148.00,6056471.50,288,-1.39,"01 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,243,Rs. 296.5,Rs. 276,Rs. 296.5,12.5,14051.00,4052463.20,284,4.4,"02 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,187,Rs. 306,Rs. 288,Rs. 291.2,-5.3,10580.00,3124918.00,296.5,-1.79,"03 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,282,Rs. 307.9,Rs. 286,Rs. 302.1,10.9,10022.00,3002922.70,291.2,3.74,"04 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,304,Rs. 332.3,Rs. 300,Rs. 323.1,21.0,15886.00,4934790.40,302.1,6.95,"05 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,423,Rs. 355.4,Rs. 308.3,Rs. 348.3,25.2,35529.00,11780400.70,323.1,7.8,"08 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,312,Rs. 371,Rs. 334.1,Rs. 356.1,7.8,18673.00,6544016.80,348.3,2.24,"09 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,550,Rs. 374,Rs. 335,Rs. 341,-15.1,42678.00,15093145.70,356.1,-4.24,"10 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,367,Rs. 371,Rs. 320.5,Rs. 330,-11.0,27311.00,9132274.80,341,-3.23,"12 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,549,Rs. 358,Rs. 319,Rs. 352,22.0,24819.00,8603779.30,330,6.67,"17 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,496,Rs. 372.1,Rs. 350.6,Rs. 363,11.0,52934.00,19236130.20,352,3.12,"18 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,629,Rs. 390,Rs. 349.1,Rs. 383,20.0,40985.00,15454115.40,363,5.51,"19 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,522,Rs. 384,Rs. 362.2,Rs. 369.7,-13.3,40295.00,15132010.00,383,-3.47,"23 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,421,Rs. 375,Rs. 358,Rs. 375,5.3,20223.00,7355181.50,369.7,1.43,"24 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,479,Rs. 400,Rs. 368,Rs. 390,15.0,37243.00,14336507.00,375,4.0,"25 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,364,Rs. 397,Rs. 378.1,Rs. 391,1.0,24247.00,9462512.00,390,0.26,"26 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,394,Rs. 396.7,Rs. 365,Rs. 369.5,-12.5,29351.00,10875441.60,382,-3.27,"30 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,373,Rs. 377.9,Rs. 357,Rs. 373.5,4.0,16469.00,6049867.30,369.5,1.08,"31 January, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,259,Rs. 380,Rs. 367,Rs. 374,0.5,13703.00,5120689.10,373.5,0.13,"01 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,273,Rs. 377.5,Rs. 355.1,Rs. 369.4,-4.6,15283.00,5606037.00,374,-1.23,"02 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,276,Rs. 370,Rs. 357,Rs. 360,-9.4,11710.00,4241564.00,369.4,-2.54,"05 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,209,Rs. 365,Rs. 354.4,Rs. 357.1,-2.9,9481.00,3393561.30,360,-0.81,"06 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,406,Rs. 389,Rs. 350.2,Rs. 381,23.9,17258.00,6562989.50,357.1,6.69,"07 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,259,Rs. 396,Rs. 371,Rs. 372.5,-8.5,18284.00,6925594.00,381,-2.23,"08 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,184,Rs. 377.4,Rs. 365.2,Rs. 372.1,-0.4,7429.00,2773231.40,372.5,-0.11,"09 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,217,Rs. 367.2,Rs. 357.6,Rs. 364,-8.1,11443.00,4152876.20,372.1,-2.18,"12 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,172,Rs. 370,Rs. 358,Rs. 361,-3.0,8595.00,3111444.00,364,-0.82,"14 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,190,Rs. 364,Rs. 353,Rs. 360,-1.0,13895.00,4978243.50,361,-0.28,"15 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,160,Rs. 360,Rs. 346.3,Rs. 353,-7.0,8716.00,3096448.10,360,-1.94,"16 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,211,Rs. 360,Rs. 330.3,Rs. 348,-5.0,11170.00,3849543.80,353,-1.42,"20 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,168,Rs. 356,Rs. 343,Rs. 352,-8.0,4930.00,1724134.00,360,-2.22,"23 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,182,Rs. 357,Rs. 344.1,Rs. 348,-9.0,11199.00,3908885.00,357,-2.52,"27 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,217,Rs. 366,Rs. 343.4,Rs. 358.9,10.9,8080.00,2893020.00,348,3.13,"28 February, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,121,Rs. 359,Rs. 346.1,Rs. 352,-6.9,3806.00,1338084.80,358.9,-1.92,"01 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,129,Rs. 350,Rs. 343.2,Rs. 343.3,-6.7,7430.00,2559694.00,350,-1.91,"05 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,93,Rs. 366.1,Rs. 338.2,Rs. 348,4.7,1972.00,683766.20,343.3,1.37,"07 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,259,Rs. 366,Rs. 350.1,Rs. 363,15.0,4624.00,1659571.00,348,4.31,"09 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,171,Rs. 363,Rs. 346,Rs. 355,-8.0,6609.00,2355170.70,363,-2.2,"12 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,111,Rs. 350,Rs. 344,Rs. 350,-5.0,2280.00,793332.00,355,-1.41,"13 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,126,Rs. 364,Rs. 345,Rs. 354,4.0,2138.00,752345.80,350,1.14,"14 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,128,Rs. 357,Rs. 344,Rs. 355,1.0,4200.00,1458095.00,354,0.28,"15 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,148,Rs. 354.9,Rs. 345.1,Rs. 351,0.0,5010.00,1759479.00,351,0.0,"19 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,196,Rs. 362,Rs. 345.3,Rs. 361,10.0,4226.00,1501736.20,351,2.85,"20 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,154,Rs. 351.5,Rs. 340.1,Rs. 340.1,-16.9,11676.00,4043730.00,357,-4.73,"23 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,153,Rs. 346,Rs. 334.4,Rs. 340,-0.1,3120.00,1056352.00,340.1,-0.03,"26 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,159,Rs. 358,Rs. 334,Rs. 358,18.0,6364.00,2185677.40,340,5.29,"27 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,149,Rs. 358,Rs. 344,Rs. 357,-1.0,7985.00,2821922.30,358,-0.28,"28 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,123,Rs. 357,Rs. 347,Rs. 349,-3.2,5911.00,2081366.00,352.2,-0.91,"30 March, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,127,Rs. 346,Rs. 338.1,Rs. 346,-0.8,2836.00,969642.00,346.8,-0.23,"03 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,82,Rs. 345,Rs. 334.5,Rs. 338.3,-7.7,3180.00,1074567.00,346,-2.23,"04 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,123,Rs. 353.5,Rs. 332,Rs. 352.9,14.6,5065.00,1741303.50,338.3,4.32,"05 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,105,Rs. 350,Rs. 338.1,Rs. 338.1,-14.8,3167.00,1079536.20,352.9,-4.19,"06 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,135,Rs. 334,Rs. 326,Rs. 330,-8.1,3643.00,1200205.60,338.1,-2.4,"09 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,125,Rs. 349.8,Rs. 323.5,Rs. 334,4.0,2700.00,889323.00,330,1.21,"10 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,164,Rs. 346.8,Rs. 323.1,Rs. 340,6.0,5829.00,1924737.70,334,1.8,"11 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,205,Rs. 359,Rs. 340,Rs. 357,17.0,6660.00,2328979.00,340,5.0,"12 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,153,Rs. 342,Rs. 329,Rs. 339,-2.0,4220.00,1412155.00,341,-0.59,"16 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,105,Rs. 340,Rs. 333,Rs. 333.1,-5.9,1891.00,631829.10,339,-1.74,"17 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,88,Rs. 335,Rs. 327,Rs. 327,-12.0,4130.00,1366679.00,339,-3.54,"20 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,120,Rs. 328,Rs. 321,Rs. 325,-2.0,1960.00,636254.00,327,-0.61,"23 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,124,Rs. 331.1,Rs. 315.8,Rs. 325,0.0,2160.00,693506.00,325,0.0,"24 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,134,Rs. 335,Rs. 319,Rs. 327,2.0,6250.00,2021756.00,325,0.62,"25 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,94,Rs. 332,Rs. 317,Rs. 320,-7.0,2055.00,659119.00,327,-2.14,"26 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,86,Rs. 320,Rs. 314,Rs. 319,-1.0,2505.00,791717.50,320,-0.31,"27 April, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,84,Rs. 283.5,Rs. 276.0,Rs. 283.5,-3.5,1944,540589.2,287.0,-1.22,"08 May, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,59,Rs. 281.0,Rs. 274.0,Rs. 279.0,-6.2,1500,415373.0,285.2,-2.17,"11 May, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,74,Rs. 274.1,Rs. 266.0,Rs. 272.0,-7.0,1820,490396.0,279.0,-2.51,"14 May, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,94,Rs. 280.5,Rs. 269.5,Rs. 275.0,3.0,2950,806975.0,272.0,1.1,"15 May, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,51,Rs. 280.0,Rs. 265.6,Rs. 276.6,1.6,550,150065.0,275.0,0.58,"16 May, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,104,Rs. 290.0,Rs. 274.2,Rs. 290.0,13.4,4685,1331291.0,276.6,4.84,"17 May, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,96,Rs. 302.0,Rs. 281.2,Rs. 293.0,3.0,3878,1144728.0,290.0,1.03,"18 May, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,139,Rs. 298.0,Rs. 281.5,Rs. 290.0,-3.0,6641,1901021.5,293.0,-1.02,"21 May, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,101,Rs. 295.6,Rs. 278.0,Rs. 289.0,-1.0,9785,2780779.0,290.0,-0.34,"22 May, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,121,Rs. 300.0,Rs. 284.6,Rs. 295.0,6.0,4917,1454426.0,289.0,2.08,"23 May, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,92,Rs. 305.8,Rs. 291.0,Rs. 299.9,4.9,4760,1423370.0,295.0,1.66,"24 May, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,199,Rs. 317.0,Rs. 294.0,Rs. 296.0,-3.9,12699,3869347.5,299.9,-1.3,"28 May, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,107,Rs. 294.1,Rs. 270.1,Rs. 272.0,-12.0,4930,1360742.0,284.0,-4.23,"31 May, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,99,Rs. 277.5,Rs. 261.8,Rs. 277.5,5.5,7414,1988024.0,272.0,2.02,"01 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,97,Rs. 295.8,Rs. 278.6,Rs. 290.0,12.5,4920,1419526.0,277.5,4.5,"04 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,141,Rs. 304.0,Rs. 285.0,Rs. 287.0,-3.0,6713,1975193.2,290.0,-1.03,"05 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,172,Rs. 310.0,Rs. 281.5,Rs. 299.0,12.0,5913,1760861.5,287.0,4.18,"06 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,117,Rs. 310.0,Rs. 295.1,Rs. 298.0,-1.0,6345,1907811.4,299.0,-0.33,"07 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,135,Rs. 303.0,Rs. 290.3,Rs. 298.7,0.7,3040,898514.0,298.0,0.23,"08 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,220,Rs. 312.0,Rs. 296.0,Rs. 308.0,9.3,12613,3849991.8,298.7,3.11,"11 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,157,Rs. 314.0,Rs. 294.1,Rs. 300.1,-7.9,8900,2664381.0,308.0,-2.56,"12 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,264,Rs. 315.0,Rs. 294.5,Rs. 315.0,14.9,16472,5018758.4,300.1,4.97,"13 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,232,Rs. 318.0,Rs. 305.0,Rs. 308.2,-6.8,11470,3589116.6,315.0,-2.16,"14 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,178,Rs. 313.9,Rs. 302.0,Rs. 308.0,-0.2,6773,2069513.2,308.2,-0.06,"15 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,171,Rs. 315.0,Rs. 301.9,Rs. 312.0,4.0,13405,4166746.5,308.0,1.3,"18 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,164,Rs. 329.0,Rs. 307.4,Rs. 313.7,1.7,9530,2964565.7,312.0,0.54,"19 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,97,Rs. 316.2,Rs. 302.0,Rs. 302.0,-11.7,1958,602069.0,313.7,-3.73,"20 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,147,Rs. 302.0,Rs. 290.4,Rs. 297.3,-4.7,6291,1864147.6,302.0,-1.56,"21 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,109,Rs. 308.0,Rs. 286.3,Rs. 293.0,-4.3,3601,1053381.0,297.3,-1.45,"22 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,189,Rs. 295.0,Rs. 280.0,Rs. 291.0,-2.0,6214,1778823.2,293.0,-0.68,"25 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,185,Rs. 304.6,Rs. 283.0,Rs. 288.0,-3.0,8028,2345254.3,291.0,-1.03,"26 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,197,Rs. 293.9,Rs. 280.0,Rs. 293.9,5.9,10625,3033758.5,288.0,2.05,"27 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,138,Rs. 304.0,Rs. 279.0,Rs. 288.0,-5.9,8132,2313775.5,293.9,-2.01,"28 June, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,161,Rs. 290.0,Rs. 269.7,Rs. 274.9,-13.1,7881,2197902.7,288.0,-4.55,"02 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,153,Rs. 277.5,Rs. 264.7,Rs. 273.0,-1.9,3315,900222.5,274.9,-0.69,"03 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,110,Rs. 273.0,Rs. 266.0,Rs. 270.0,-3.0,2870,773678.0,273.0,-1.1,"04 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,0,Rs. 264.6,Rs. 262.0,Rs. 262.1,-7.9,1582,415335.0,270.0,-2.93,"05 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,0,Rs. 262.0,Rs. 255.2,Rs. 255.3,-9.7,1410,363131.8,265.0,-3.66,"06 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,143,Rs. 272.0,Rs. 258.0,Rs. 269.5,4.5,4313,1145389.5,265.0,1.7,"09 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,128,Rs. 274.0,Rs. 258.0,Rs. 258.1,-11.4,4180,1104434.5,269.5,-4.23,"10 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,104,Rs. 263.1,Rs. 251.9,Rs. 254.0,-4.1,3733,952686.0,258.1,-1.59,"11 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,146,Rs. 274.3,Rs. 252.0,Rs. 269.0,15.0,5765,1527577.0,254.0,5.91,"12 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,120,Rs. 275.0,Rs. 257.9,Rs. 264.9,-4.1,6176,1628454.0,269.0,-1.52,"13 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,142,Rs. 263.0,Rs. 251.0,Rs. 263.0,6.2,2375,614368.0,256.8,2.41,"17 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,107,Rs. 263.0,Rs. 258.0,Rs. 262.0,-1.0,2630,685560.0,263.0,-0.38,"18 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,135,Rs. 262.0,Rs. 253.0,Rs. 262.0,0.0,8218,2097019.5,262.0,0.0,"19 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,118,Rs. 270.0,Rs. 254.0,Rs. 267.5,5.5,4000,1052147.0,262.0,2.1,"20 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,216,Rs. 275.0,Rs. 263.1,Rs. 274.8,7.3,7140,1920553.5,267.5,2.73,"23 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,181,Rs. 280.0,Rs. 270.8,Rs. 274.0,-0.8,13660,3738796.0,274.8,-0.29,"24 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,87,Rs. 272.0,Rs. 266.0,Rs. 270.0,-4.0,3137,844512.5,274.0,-1.46,"25 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,104,Rs. 273.0,Rs. 264.0,Rs. 264.0,-6.0,2240,597754.5,270.0,-2.22,"26 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,84,Rs. 273.0,Rs. 258.0,Rs. 264.0,0.0,3102,821000.0,264.0,0.0,"27 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,121,Rs. 266.5,Rs. 255.0,Rs. 263.0,-1.0,5260,1376018.0,264.0,-0.38,"30 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,110,Rs. 268.0,Rs. 254.0,Rs. 261.0,-2.0,1761,456473.0,263.0,-0.76,"31 July, 2023"
USHEC,Upper Solu Hydro Electric Company Limited,126,Rs. 261.0,Rs. 251.0,Rs. 255.9,-5.1,2193,561221.2,261.0,-1.95,"01 August, 2023"
